,이름,X,Y,대분류,탄소배출량
5971,바른치킨,128.8787183,35.0834571,닭고기류,0.3
5972,SSJJ 커피바,128.879451,35.0801977,커피,0.18
5973,훈이동태마을,128.8784681,35.0836392,국/탕/찌개류,2.736
5974,어복,128.8781419,35.0849306,생선류,5.933
5975,문현곱창,128.8791407,35.0819397,돼지고기류,1.6
5976,호맥,128.8781419,35.0849306,주류,0.32
5977,역전할머니맥주,128.8783482,35.0847308,주류,0.32
5978,커피를사랑하는나,128.8802953,35.0802006,커피,0.18
5979,천하왕소금구이,128.878652,35.0854497,돼지고기류,1.6
5980,석대가마솥추어탕,128.8786948,35.0863779,주류,0.32
5981,메밀꽃향기,128.8789038,35.0843932,면류,1.3
5982,밥이보약이야,128.8779422,35.0847067,패스트푸드류,2.6
5983,성산집,128.8795976,35.0846676,닭고기류,0.3
5984,달빛막걸리,128.878038,35.0844446,주류,0.32
5985,폴인파스타,128.8772101,35.0808629,패스트푸드류,2.6
5986,달맞이,128.8720028,35.0861377,생선류,5.933
5987,물레방아식당,128.8817411,35.0851388,면류,1.3
5988,오늘도 대박집,128.878189,35.0852277,돼지고기류,1.6
5989,노가리앤비어,128.8779587,35.0852294,주류,0.32
5990,수성수산,128.8720262,35.0862818,국/탕/찌개류,2.736
5991,명륜진사갈비 부산,128.8779446,35.084932,돼지고기류,1.6
5992,본 죽&비빔밥,128.8778209,35.0866997,밥류,0.414
5993,약수골삼계탕옻계탕,128.8817482,35.0847782,국/탕/찌개류,2.736
5994,활어회센터,128.872332,35.0840982,생선류,5.933
5995,평원숯불갈비,128.8810975,35.0844404,돼지고기류,1.6
5996,오복통닭,128.8795976,35.0846676,닭고기류,0.3
5997,만복보쌈칼국수,128.8791022,35.0834633,돼지고기류,1.6
5998,신호김밥,128.877792,35.0870695,밥류,0.414
5999,담소,128.8793302,35.0801805,소고기류,7.833
6000,미가 소문난 숯불갈비,128.8722244,35.0873891,돼지고기류,1.6
6001,두툼,128.8796896,35.0850636,돼지고기류,1.6
6002,샌돌횟집,128.872332,35.0840982,생선류,5.933
6003,수련삼계탕,128.8781398,35.0847323,국/탕/찌개류,2.736
6004,브롱스,128.8779598,35.0843099,주류,0.32
6005,밥아저씨김밥,128.8776922,35.0838972,패스트푸드류,2.6
6006,마라쉐프,128.8778167,35.0863031,국/탕/찌개류,2.736
6007,닭굽는마을,128.8801221,35.083465,닭고기류,0.3
6008,차대감돼지국밥,128.8807358,35.0854707,돼지고기류,1.6
6009,일구족발보쌈,128.8778167,35.0863031,돼지고기류,1.6
6010,도경횟집,128.872332,35.0840982,국/탕/찌개류,2.736
6011,오꾸닭,128.8777093,35.0834464,닭고기류,0.3
6012,명품흑돈오리,128.8726559,35.0815628,돼지고기류,1.6
6013,윤이수산,128.872332,35.0840982,생선류,5.933
6014,쓰리짬뽕,128.8800741,35.0871701,면류,1.3
6015,로젠호프,128.8802617,35.0852397,주류,0.32
6016,마라향기,128.8777055,35.0830859,국/탕/찌개류,2.736
6017,김해본가뒷고기,128.8783408,35.0840458,돼지고기류,1.6
6018,밀양생선구이,128.8797273,35.0834678,생선류,5.933
6019,불타는 돼지,128.8804372,35.0832013,돼지고기류,1.6
6020,처갓집양념치킨,128.8800741,35.0871701,닭고기류,0.3
6021,이가네 한우 곱창찌개,128.8742327,35.0823808,소고기류,7.833
6022,맛있는 갈비찜,128.8742327,35.0823808,밥류,0.414
6023,카페 보다,128.904614,35.1900561,커피,0.18
6024,카페 인,128.9032765,35.1922294,커피,0.18
6025,제일가든,128.903764,35.1926224,돼지고기류,1.6
6026,조선곰탕,128.9033067,35.1919768,국/탕/찌개류,2.736
6027,굿모닝뷔페,128.898814,35.1958141,패스트푸드류,2.6
6028,우리집뷔페,128.898814,35.1958141,밥류,0.414
6029,고모리 커피공장,128.9013946,35.195822,커피,0.18
6030,가락돼지국밥,128.9004126,35.1963882,돼지고기류,1.6
6031,주주원,128.9033067,35.1919768,면류,1.3
6032,영진돼지국밥,128.831138,35.1483968,돼지고기류,1.6
6033,청년감자탕 순대국,128.8319932,35.1504732,국/탕/찌개류,2.736
6034,주인 마음대로 막퍼주는 집,128.8326813,35.150144,주류,0.32
6035,달빛상회,128.8337323,35.1498844,돼지고기류,1.6
6036,보배반점,128.8330823,35.1496455,면류,1.3
6037,대구안지랑막창,128.8343752,35.1505109,돼지고기류,1.6
6038,삼겹파티,128.8335191,35.1505078,돼지고기류,1.6
6039,수고기,128.8356443,35.1501236,돼지고기류,1.6
6040,연탄집,128.8355142,35.1502777,닭고기류,0.3
6041,황제짬뽕,128.8319615,35.1495089,면류,1.3
6042,노랑통닭,128.8358945,35.1499055,닭고기류,0.3
6043,굽네치킨,128.8339472,35.1505139,닭고기류,0.3
6044,쿵푸양꼬치,128.8326199,35.1495044,국/탕/찌개류,2.736
6045,명륜진사갈비,128.8326199,35.1495044,돼지고기류,1.6
6046,외할매국시,128.8349968,35.150119,면류,1.3
6047,해운대,128.8319932,35.1504732,생선류,5.933
6048,하얀집,128.8332123,35.1494823,국/탕/찌개류,2.736
6049,더차이나,128.8319615,35.1495089,면류,1.3
6050,경마장식당,128.833967,35.1513791,밥류,0.414
6051,태림장어,128.8477211,35.1420713,생선류,5.933
6052,통뼈감자탕,128.8341273,35.1498817,국/탕/찌개류,2.736
6053,본가김해뒷고기,128.8348586,35.149489,돼지고기류,1.6
6054,복돼지국밥,128.8334758,35.1494895,돼지고기류,1.6
6055,황금어장,128.8340244,35.1494767,생선류,5.933
6056,한양족발보쌈,128.8347483,35.1505084,돼지고기류,1.6
6057,우리네떡볶이,128.8315491,35.1499715,패스트푸드류,2.6
6058,얼큰이차박사,128.8338044,35.1505058,닭고기류,0.3
6059,연화성,128.8336075,35.1494886,면류,1.3
6060,가얏골감자탕 ,128.8342411,35.1502775,국/탕/찌개류,2.736
6061,창원플랜트 구내식당,128.8278805,35.1431729,밥류,0.414
6062,황금오리탕,128.8310505,35.1495062,국/탕/찌개류,2.736
6063,생수제돈가츠,128.8347623,35.149724,돼지고기류,1.6
6064,양푼이동태탕.김치전골,128.8313233,35.1504328,국/탕/찌개류,2.736
6065,마마김밥,128.8332334,35.1504737,생선류,5.933
6066,족담,128.833967,35.1513791,돼지고기류,1.6
6067,태진식당,128.8189076,35.1523201,주류,0.32
6068,생수제돈가츠,128.8347623,35.149724,돼지고기류,1.6
6069,황금오리탕,128.8310505,35.1495062,국/탕/찌개류,2.736
6070,이래,128.8310505,35.1495062,닭고기류,0.3
6071,미꾸라지,128.8339651,35.1501171,돼지고기류,1.6
6072,닭굽는마을,128.8334782,35.1497239,닭고기류,0.3
6073,배씨상회,128.833537,35.1501111,주류,0.32
6074,처갓집양념치킨,128.8326199,35.1495044,닭고기류,0.3
6075,마마김밥,128.8332334,35.1504737,생선류,5.933
6076,장터수구레선지국밥,128.8330893,35.1503305,국/탕/찌개류,2.736
6077,교촌치킨 ,128.8330697,35.1494833,닭고기류,0.3
6078,하삼동커피,128.8354178,35.1505128,커피,0.18
6079,담꾹,128.8356922,35.1505109,닭고기류,0.3
6080,카페청담,128.83488,35.1505075,커피,0.18
6081,가마치통닭,128.8332334,35.1504737,닭고기류,0.3
6082,한우곱창전골,128.8349984,35.1502813,소고기류,7.833
6083,온기,128.8326681,35.1499277,소고기류,7.833
6084,도야족발,128.8333765,35.1505088,돼지고기류,1.6
6085,피자비토랩,128.83488,35.1505075,패스트푸드류,2.6
6086,호주에서온스시,128.8350118,35.1505156,생선류,5.933
6087,이디야커피 ,128.8318328,35.150889,커피,0.18
6088,강산구내식당,128.8232236,35.1406086,밥류,0.414
6089,카페청담,128.83488,35.1505075,커피,0.18
6090,사랑담은묵은지찜찌개,128.8351191,35.1502714,면류,1.3
6091,교촌치킨 ,128.8330697,35.1494833,닭고기류,0.3
6092,온기,128.8326681,35.1499277,소고기류,7.833
6093,바른연어,128.8309565,35.1499756,생선류,5.933
6094,도르리충무김밥,128.8349049,35.1497231,밥류,0.414
6095,블루샥,128.8326959,35.1504954,커피,0.18
6096,서울식당,128.8336618,35.1505068,밥류,0.414
6097,하와수포차,128.8341078,35.1501162,주류,0.32
6098,Layer coffee,128.8385113,35.1514379,커피,0.18
6099,제육만,128.833537,35.1501111,밥류,0.414
6100,에스티컴퍼니,128.8352757,35.1494861,패스트푸드류,2.6
6101,이가격에 팔려고한게 아니었다 떡볶이편,128.8342325,35.1505119,패스트푸드류,2.6
6102,오말짜비어,128.8326681,35.1499277,주류,0.32
6103,이래,128.8310505,35.1495062,닭고기류,0.3
6104,공동식당,128.8269939,35.1509942,커피,0.18
6105,밥상머리,128.831138,35.1483968,밥류,0.414
6106,태진식당,128.8189076,35.1523201,주류,0.32
6107,부영아구찜,128.8410587,35.1515464,돼지고기류,1.6
6108,행오버,128.8351219,35.1494782,주류,0.32
6109,올마이티키친,128.8352757,35.1494861,패스트푸드류,2.6
6110,뿌라더양곱창,128.8410587,35.1515464,밥류,0.414
6111,닭굽는마을,128.8334782,35.1497239,닭고기류,0.3
6112,미꾸라지,128.8339651,35.1501171,돼지고기류,1.6
6113,배씨상회,128.833537,35.1501111,주류,0.32
6114,처갓집양념치킨,128.8326199,35.1495044,닭고기류,0.3
6115,메가커피,128.8311954,35.1486398,커피,0.18
6116,컴포즈커피,128.8358945,35.1499055,커피,0.18
6117,또또 피자치킨,128.8352507,35.1502615,닭고기류,0.3
6118,와닥,128.8354178,35.1505128,돼지고기류,1.6
6119,상상짬뽕,128.8348651,35.15012,면류,1.3
6120,옥이네 김치찌개,128.8326199,35.1495044,돼지고기류,1.6
6121,가마솥밀양돼지국밥,128.8343838,35.1502765,돼지고기류,1.6
6122,그랜드하브,128.8184555,35.022573,커피,0.18
6123,브리타니,128.8128616,35.0375292,커피,0.18
6124,세븐아일랜드,128.8073251,35.0451472,커피,0.18
6125,배말칼국수,128.8155591,35.0288394,밥류,0.414
6126,연경재,128.8130226,35.0382943,커피,0.18
6127,1966정원,128.8157935,35.0281707,패스트푸드류,2.6
6128,글리제,128.8100563,35.0431278,커피,0.18
6129,천성중앙횟집,128.815686,35.0283788,생선류,5.933
6130,투썸플레이스,128.8096076,35.0431939,커피,0.18
6131,가덕휴게소 식당가,128.8083588,35.0232356,돼지고기류,1.6
6132,성북당,128.8079647,35.0221565,패스트푸드류,2.6
6133,카페 아리,128.8158468,35.0280171,커피,0.18
6134,바다원,128.8124964,35.0305276,생선류,5.933
6135,일오공삼,128.8142018,35.0389445,커피,0.18
6136,우진식당,128.8123522,35.031466,주류,0.32
6137,파스쿠찌 ,128.8110739,35.041841,커피,0.18
6138,어부횟집,128.8122073,35.0345408,생선류,5.933
6139,천성장어구이,128.8122241,35.0318094,생선류,5.933
6140,가덕 유황오리,128.8216619,35.0309075,국/탕/찌개류,2.736
6141,브런치 앤 디너 테라비,128.8102453,35.0334091,면류,1.3
6142,왓더버거,128.8079647,35.0221565,패스트푸드류,2.6
6143,케이콜라보김밥,128.8079647,35.0221565,패스트푸드류,2.6
6144,스트릿츄러스 오션블루,128.8079647,35.0221565,커피,0.18
6145,왕이 드신 닭개장,128.8134203,35.0319727,닭고기류,0.3
6146,할리스,128.8083588,35.0232356,커피,0.18
6147,마나스차와명상,128.812974,35.0378169,커피,0.18
6148,부산오뎅 가덕해양파크휴게소,128.8083588,35.0232356,밥류,0.414
6149,연대봉포차,128.8152731,35.0254249,국/탕/찌개류,2.736
6150,북촌순두부&쭈꾸미,128.8079647,35.0221565,밥류,0.414
6151,병천수제순대국밥,128.8160409,35.0277003,국/탕/찌개류,2.736
6152,촌국수,128.8151724,35.0252092,면류,1.3
6153,용순반점,128.8164799,35.029969,면류,1.3
6154,BBQ치킨,128.8083588,35.0232356,닭고기류,0.3
6155,천성중앙초장집,128.815686,35.0283788,생선류,5.933
6156,딜라이트,128.8083588,35.0232356,커피,0.18
6157,천성삼거리장어구이,128.8117669,35.0332277,생선류,5.933
6158,라오스커피,128.8215565,35.0291415,면류,1.3
6159,도향찻집,128.8137645,35.0379558,커피,0.18
6160,더포트카페,128.8144557,35.0302891,커피,0.18
6161,갤러리카페 섬,128.8150743,35.029681,커피,0.18
6162,영아수산,128.8144557,35.0302891,생선류,5.933
6163,해송통닭,128.8158556,35.0278007,돼지고기류,1.6
6164,토북베이커리,128.8778603,35.1118578,밥류,0.414
6165,하누리한우참소국밥,128.8807426,35.1116025,소고기류,7.833
6166,하연정 진주냉면,128.8814836,35.112165,면류,1.3
6167,언양닭칼국수,128.8798347,35.1108249,닭고기류,0.3
6168,밀로커피,128.886434,35.1104163,커피,0.18
6169,옹골찬김치찌개,128.8795968,35.1101235,국/탕/찌개류,2.736
6170,스시노백쉐프,128.8805292,35.112163,생선류,5.933
6171,자갈치브라더스,128.886638,35.1100001,주류,0.32
6172,하드피치,128.8810736,35.1107618,커피,0.18
6173,밀양돼지국밥 뼈다귀해장국,128.8828068,35.1097396,돼지고기류,1.6
6174,얼큰양푼이동태찌개,128.8815808,35.1099829,국/탕/찌개류,2.736
6175,청년피자,128.886434,35.1104163,패스트푸드류,2.6
6176,하삼동커피,128.886434,35.1104163,커피,0.18
6177,컴포즈커피,128.886434,35.1104163,커피,0.18
6178,창신구내식당,128.8786701,35.1004311,밥류,0.414
6179,후딱뒷고기,128.8824761,35.1095888,돼지고기류,1.6
6180,파리바게뜨,128.886434,35.1104163,밥류,0.414
6181,향기로운 공간,128.8813082,35.1101381,커피,0.18
6182,한국인의 족발,128.886434,35.1104163,돼지고기류,1.6
6183,오늘한끼,128.8824995,35.1097238,밥류,0.414
6184,목촌돼지국밥,128.8802002,35.1101282,돼지고기류,1.6
6185,언제나 그 자리,128.879396,35.1108281,주류,0.32
6186,화전돼지국밥,128.8812712,35.1107694,돼지고기류,1.6
6187,준서랑 밥이랑,128.886434,35.1104163,주류,0.32
6188,사암마을 수구레국밥,128.8820431,35.1101328,국/탕/찌개류,2.736
6189,화전식당,128.8791547,35.1036817,밥류,0.414
6190,배가네 굴보쌈,128.886434,35.1104163,돼지고기류,1.6
6191,강림기사식당,128.877196,35.1112857,커피,0.18
6192,향미두루치기정식,128.8804399,35.1099732,돼지고기류,1.6
6193,총각통닭,128.8788571,35.1107058,닭고기류,0.3
6194,대박분식,128.8812712,35.1107694,패스트푸드류,2.6
6195,화전국시,128.8796592,35.1108262,밥류,0.414
6196,금광구내식당,128.8861393,35.1075069,밥류,0.414
6197,명주구내식당,128.8839898,35.1075496,밥류,0.414
6198,국제밀면,129.077883,35.1968315,면류,1.3
6199,서울왕돈까스,129.0796223,35.1913536,돼지고기류,1.6
6200,이조솥밥,129.0791509,35.1955582,밥류,0.414
6201,카페 호밀,129.0803904,35.1946278,커피,0.18
6202,소문난가야밀면,129.0728221,35.1819045,면류,1.3
6203,이흥용과자점,129.0674731,35.1926421,밥류,0.414
6204,마조레,129.071709,35.1799042,패스트푸드류,2.6
6205,일품향,129.0673857,35.1935172,면류,1.3
6206,맥도날드,129.0793296,35.1924649,패스트푸드류,2.6
6207,식당3선,129.0718672,35.1869426,돼지고기류,1.6
6208,장수촌돼지국밥,129.0792638,35.194133,돼지고기류,1.6
6209,콩마을 전주식콩나물국밥,129.079384,35.1965747,국/탕/찌개류,2.736
6210,손영환비빔국수,129.0725204,35.1898573,패스트푸드류,2.6
6211,Etalee,129.0777792,35.1956245,밥류,0.414
6212,장덕풍천산삼민물장어,129.0682662,35.176897,생선류,5.933
6213,수매풍 생선구이,129.0772842,35.1897429,생선류,5.933
6214,외식일번가,129.0742516,35.187913,소고기류,7.833
6215,1식당,129.0735489,35.1837368,닭고기류,0.3
6216,당감댁,129.071647,35.1793639,닭고기류,0.3
6217,커피볶는 시골커피,129.0831856,35.1950895,커피,0.18
6218,케이닭,129.0667875,35.1922786,닭고기류,0.3
6219,카페 엘모,129.0749324,35.1929186,커피,0.18
6220,두울원,129.0793265,35.1963859,면류,1.3
6221,커피긱스,129.0768694,35.1957498,커피,0.18
6222,진 화라락,129.0718846,35.1799027,면류,1.3
6223,요이참치,129.0749014,35.1847254,생선류,5.933
6224,스시투어,129.0676914,35.192541,생선류,5.933
6225,그린덕커피,129.0786562,35.1955176,커피,0.18
6226,한방장어구이,129.0707607,35.1862854,생선류,5.933
6227,교촌치킨,129.0665684,35.1931548,닭고기류,0.3
6228,긴자료코,129.0714874,35.1789147,돼지고기류,1.6
6229,거제옥,129.0779751,35.1896737,면류,1.3
6230,홀썸,129.0742288,35.1895177,밥류,0.414
6231,메이리연 대한민국 조리기능장의집,129.0733352,35.1825128,면류,1.3
6232,정마담짬뽕,129.0750213,35.192999,소고기류,7.833
6233,츠카츠카,129.0758432,35.1978682,돼지고기류,1.6
6234,안동장터이모통닭,129.0730265,35.1824164,닭고기류,0.3
6235,소문난 시장칼국수,129.0728221,35.1819045,면류,1.3
6236,컴포즈커피,129.0739568,35.1897094,커피,0.18
6237,정스부대찌개,129.0780918,35.1968476,국/탕/찌개류,2.736
6238,이디야,129.0678389,35.192071,커피,0.18
6239,코지,129.0740131,35.1839671,주류,0.32
6240,부원냉삼집,129.0675618,35.1876747,돼지고기류,1.6
6241,김종구식맛치킨,129.0827963,35.1955437,닭고기류,0.3
6242,카페 빌라로사,129.0775597,35.1956355,커피,0.18
6243,단물 곤물,129.0752419,35.1939074,닭고기류,0.3
6244,모노스코프,129.0803343,35.1945381,커피,0.18
6245,구옥반가 대구탕,129.0716019,35.1792742,국/탕/찌개류,2.736
6246,소금,129.0737331,35.1843842,주류,0.32
6247,우마이라멘,129.0803936,35.1948711,면류,1.3
6248,하나돈까스,129.074661,35.1931554,돼지고기류,1.6
6249,스타벅스,129.0774617,35.1956995,커피,0.18
6250,토종가,129.0734477,35.1902367,국/탕/찌개류,2.736
6251,샤브20,129.0781435,35.1924484,국/탕/찌개류,2.736
6252,용문각,129.0797899,35.1915684,면류,1.3
6253,진주통닭,129.0728221,35.1819045,닭고기류,0.3
6254,본토,129.0782654,35.1958546,돼지고기류,1.6
6255,청도가,129.0742014,35.1941059,소고기류,7.833
6256,쌀국수집,129.0770284,35.196145,면류,1.3
6257,모미루돈,129.0778989,35.1972099,돼지고기류,1.6
6258,짬뽕관,129.07367,35.190442,면류,1.3
6259,미진축산 ,129.0736704,35.1829606,돼지고기류,1.6
6260,삼환축산,129.0881289,35.1919445,돼지고기류,1.6
6261,길거리아,129.0771249,35.1959729,패스트푸드류,2.6
6262,옥이이모,129.0739199,35.1902415,패스트푸드류,2.6
6263,정원오리촌,129.0730216,35.1837145,국/탕/찌개류,2.736
6264,어우돈,129.073268,35.1824143,돼지고기류,1.6
6265,맘스터치,129.0789164,35.1952629,패스트푸드류,2.6
6266,사운즈커피,129.0674283,35.1875407,커피,0.18
6267,날마다대박나는집 비스트로,129.071574,35.1813296,돼지고기류,1.6
6268,강요술,129.0741631,35.1836863,주류,0.32
6269,스타벅스,129.0788886,35.1989768,커피,0.18
6270,카가와,129.0751099,35.1913847,돼지고기류,1.6
6271,히얼이즈커피,129.0674283,35.1875407,커피,0.18
6272,꿈꾸는디저트,129.0719297,35.1799924,커피,0.18
6273,예전칼국수,129.0778622,35.1935957,면류,1.3
6274,소니가짬뽕,129.0714383,35.1893982,면류,1.3
6275,보배반점,129.0718748,35.1942077,면류,1.3
6276,호야짬뽕1650,129.0715664,35.1782469,면류,1.3
6277,호야스시,129.0789861,35.19638,밥류,0.414
6278,블루샥,129.0752038,35.1926819,커피,0.18
6279,카페 브라가,129.0718581,35.1812279,커피,0.18
6280,진송추어탕 법원점,129.0748152,35.1915225,국/탕/찌개류,2.736
6281,시청갓포,129.0743335,35.1841265,주류,0.32
6282,시골통돼지볶음,129.0794185,35.1842435,돼지고기류,1.6
6283,포항회관,129.0796274,35.1875858,생선류,5.933
6284,쉽커피,129.081518,35.1877402,밥류,0.414
6285,수복돼지국밥,129.0869178,35.1859251,돼지고기류,1.6
6286,서가원국수,129.0871445,35.189754,면류,1.3
6287,낚시고기횟집,129.0763791,35.1777265,생선류,5.933
6288,민정한우국밥,129.0802514,35.1857865,국/탕/찌개류,2.736
6289,북청밀면,129.0872885,35.1758353,면류,1.3
6290,연산 낙지 해물탕,129.1067751,35.1823471,생선류,5.933
6291,구자윤 과자점,129.087444,35.1866866,밥류,0.414
6292,구자윤과자점,129.0837811,35.1911452,밥류,0.414
6293,경주박가국밥,129.1074391,35.1843511,돼지고기류,1.6
6294,어가스시,129.082913,35.1828242,생선류,5.933
6295,디딤돌,129.0854596,35.1860824,돼지고기류,1.6
6296,정성순대,129.0818639,35.1873315,국/탕/찌개류,2.736
6297,차애전 할매칼국수,129.1024816,35.1871726,면류,1.3
6298,소람,129.0812422,35.176872,커피,0.18
6299,통영멸치쌈밥,129.1040231,35.1883033,밥류,0.414
6300,애돈촌돼지국밥,129.0765608,35.1773463,돼지고기류,1.6
6301,디저트시네마,129.0904885,35.1762392,밥류,0.414
6302,소문난순대,129.0922301,35.1890772,돼지고기류,1.6
6303,라포,129.0940711,35.1896195,면류,1.3
6304,참솥,129.0796484,35.1850257,밥류,0.414
6305,사이먼커피,129.0790861,35.1823536,커피,0.18
6306,가마치통닭,129.0827588,35.1918844,닭고기류,0.3
6307,믹스토랑,129.0753838,35.1830085,면류,1.3
6308,연산옥 샤브칼국수,129.0751351,35.1816316,면류,1.3
6309,도심속바다,129.082969,35.1862129,생선류,5.933
6310,부산댁,129.0753588,35.1836126,돼지고기류,1.6
6311,맛나감자탕,129.0788837,35.1753426,국/탕/찌개류,2.736
6312,구자윤 과자점,129.0735161,35.1820786,밥류,0.414
6313,고기쟁이,129.0851943,35.1867699,생선류,5.933
6314,현대칼국수,129.1083096,35.1862,면류,1.3
6315,이영식 옛날돈까스,129.0795057,35.1841977,돼지고기류,1.6
6316,평사리순두부,129.0813848,35.1768617,국/탕/찌개류,2.736
6317,비스트로타마르,129.0756462,35.1837543,패스트푸드류,2.6
6318,아강춘,129.1067522,35.1822752,면류,1.3
6319,애콰이엇커피,129.0924425,35.1926358,커피,0.18
6320,신촌돌솥설렁탕,129.0783613,35.1756898,국/탕/찌개류,2.736
6321,진송추어탕,129.0758432,35.1812106,국/탕/찌개류,2.736
6322,마장동김씨,129.074639,35.1831413,돼지고기류,1.6
6323,청담,129.1068321,35.1881695,밥류,0.414
6324,푸주인,129.0744582,35.1835845,돼지고기류,1.6
6325,메이리,129.0728229,35.180291,면류,1.3
6326,칭구회포차,129.0870466,35.1848784,생선류,5.933
6327,연동본가해장국,129.0944365,35.1890303,소고기류,7.833
6328,목구멍,129.086443,35.1882009,돼지고기류,1.6
6329,매운수제비,129.0801641,35.1883201,면류,1.3
6330,박복순 쪽갈비,129.0840345,35.1862484,면류,1.3
6331,춘리마라탕,129.0828776,35.1867726,국/탕/찌개류,2.736
6332,현풍닭칼국수 ,129.076403,35.1820349,닭고기류,0.3
6333,서울깍두기,129.1007624,35.1891442,국/탕/찌개류,2.736
6334,댄싱컵,129.0758432,35.1812106,커피,0.18
6335,서울깍두기,129.0738713,35.1823729,국/탕/찌개류,2.736
6336,평화김해뒷고기,129.0745274,35.183007,돼지고기류,1.6
6337,토곡팡,129.1019758,35.1871141,밥류,0.414
6338,샤브20,129.1074485,35.1850451,국/탕/찌개류,2.736
6339,미야,129.077155,35.1816136,돼지고기류,1.6
6340,라운지,129.0796585,35.1824657,커피,0.18
6341,남자마늘보쌈,129.0832517,35.186003,돼지고기류,1.6
6342,천라쿵푸마라탕,129.0836278,35.1870453,국/탕/찌개류,2.736
6343,취원,129.0749335,35.1838327,면류,1.3
6344,설봉돼지국밥,129.0822224,35.1837317,돼지고기류,1.6
6345,맛고,129.0841117,35.1862748,돼지고기류,1.6
6346,맑은생고기식육식당,129.0809059,35.1771724,돼지고기류,1.6
6347,보배반점,129.0750979,35.1813074,면류,1.3
6348,3대 아구찜뽈찜,129.0831055,35.1782975,생선류,5.933
6349,도쿠도쿠,129.074565,35.182529,주류,0.32
6350,솔티라이엇,129.07662,35.1810054,커피,0.18
6351,SAND LOVER,129.0869337,35.1854743,패스트푸드류,2.6
6352,육화백,129.0837798,35.1860885,돼지고기류,1.6
6353,나정순 할매쭈꾸미,129.0801921,35.1862828,밥류,0.414
6354,비눔,129.0744402,35.1830529,주류,0.32
6355,고기굽는남자,129.0851143,35.1873655,돼지고기류,1.6
6356,투썸플레이스,129.0842179,35.1876619,커피,0.18
6357,랑돼지,129.085367,35.186552,돼지고기류,1.6
6358,미우한우,129.0837283,35.1863413,소고기류,7.833
6359,꽃대장,129.0870826,35.1859327,돼지고기류,1.6
6360,명품달인김밥,129.0813929,35.1733282,밥류,0.414
6361,동래정,129.0741729,35.1819285,돼지고기류,1.6
6362,맥시칸치킨,129.1078407,35.1799667,닭고기류,0.3
6363,글라스앤보틀,129.087219,35.1887528,주류,0.32
6364,코하루,129.0768803,35.181598,면류,1.3
6365,한옥집김치찜,129.0789312,35.1847526,국/탕/찌개류,2.736
6366,할매재첩국,129.1164609,35.1519989,국/탕/찌개류,2.736
6367,초필살돼지구이,129.115902,35.1512559,돼지고기류,1.6
6368,국이네낙지볶음,129.1138033,35.1679778,밥류,0.414
6369,온밥,129.1149011,35.1535095,밥류,0.414
6370,닭발의지존,129.1106491,35.170125,닭고기류,0.3
6371,수영 돼지국밥,129.1144316,35.1617344,돼지고기류,1.6
6372,엄용백 돼지국밥,129.1172482,35.1662334,돼지고기류,1.6
6373,바로해장,129.1146568,35.1500775,국/탕/찌개류,2.736
6374,덴,129.1179987,35.1553018,주류,0.32
6375,부센동,129.1136488,35.1582533,밥류,0.414
6376,개미집,129.117233,35.1530824,밥류,0.414
6377,백수농원,129.1176327,35.1662569,돼지고기류,1.6
6378,슬링샷,129.1117888,35.1602985,커피,0.18
6379,waltz,129.1194126,35.1575692,밥류,0.414
6380,류센소,129.1146625,35.1496899,면류,1.3
6381,골목포차,129.1144654,35.1593815,주류,0.32
6382,박고지김밥,129.1127947,35.1600188,밥류,0.414
6383,타타 에스프레소바,129.1179094,35.1640189,커피,0.18
6384,컵앤컵,129.1157816,35.1504728,커피,0.18
6385,스타벅스,129.1177157,35.153069,커피,0.18
6386,수영산8193,129.118142,35.16417,주류,0.32
6387,원조언양불고기,129.1146764,35.1491038,소고기류,7.833
6388,고명화돼지국밥,129.1128103,35.1619657,돼지고기류,1.6
6389,잔치가,129.112247,35.1689656,주류,0.32
6390,히떼로스터리,129.1144999,35.1506468,커피,0.18
6391,유어타입,129.1200971,35.1578603,커피,0.18
6392,소보,129.1179448,35.1641989,면류,1.3
6393,나뭇잎마을,129.1134363,35.1491062,밥류,0.414
6394,갓덴스시,129.115527,35.1503129,생선류,5.933
6395,남천면가,129.1200563,35.1588883,면류,1.3
6396,어거스타,129.1177688,35.1633712,커피,0.18
6397,서희와제과,129.114109,35.1501456,커피,0.18
6398,엘까르니따스,129.1177157,35.153069,밥류,0.414
6399,오아스 로스터스,129.1151644,35.1575182,커피,0.18
6400,랜디스도넛,129.1143991,35.1504945,밥류,0.414
6401,무쇠김치삼겹,129.1146625,35.1496899,돼지고기류,1.6
6402,한다솥,129.1168519,35.1525,생선류,5.933
6403,쿠지라스토랑,129.118142,35.16417,면류,1.3
6404,퍼지네이블,129.1157816,35.1504728,주류,0.32
6405,물보라 광안,129.1169087,35.1526437,주류,0.32
6406,술곳간,129.1171891,35.1659275,주류,0.32
6407,금손1983,129.1179147,35.1660109,밥류,0.414
6408,헬멧,129.1147068,35.1537457,커피,0.18
6409,까사 부사노,129.1158707,35.1505711,커피,0.18
6410,고낙온,129.1169091,35.1518685,면류,1.3
6411,그랜드파더케이크하우스,129.1141867,35.153435,커피,0.18
6412,마이페이보릿쿠키,129.1150238,35.1512369,밥류,0.414
6413,냉삼집,129.1134555,35.1642042,돼지고기류,1.6
6414,vivid13,129.1165335,35.1532962,면류,1.3
