업체명,경도,위도,숙박유형,숙박점수
일월모텔,129.1216827,35.18649829,펜션/민박/유스호스텔,8.51
그랜드모텔,129.1214528,35.18648153,펜션/민박/유스호스텔,8.51
제우스모텔,129.1221566,35.18570332,펜션/민박/유스호스텔,8.51
센텀J모텔,129.1220328,35.18652236,펜션/민박/유스호스텔,8.51
세븐모텔,129.1217884,35.18410206,펜션/민박/유스호스텔,8.51
넘버25 호텔 센텀점 시그니처,129.1219274,35.18378284,호텔/리조트,28.03
라찌모텔,129.122125,35.18353883,펜션/민박/유스호스텔,8.51
스테이안 게스트하우스,129.1212318,35.18765593,펜션/민박/유스호스텔,8.51
와우모텔,129.1212441,35.18750719,펜션/민박/유스호스텔,8.51
이데아호텔,129.1216265,35.18428761,호텔/리조트,28.03
발렌타인모텔,129.1221877,35.18419922,펜션/민박/유스호스텔,8.51
재송동 더히트호텔,129.1226994,35.1845567,호텔/리조트,28.03
베이직하우스,129.1219123,35.18403756,펜션/민박/유스호스텔,8.51
호텔야자,129.1223064,35.18438056,호텔/리조트,28.03
로망스모텔,129.1218151,35.1844444,펜션/민박/유스호스텔,8.51
프린스모텔,129.1219124,35.18404964,펜션/민박/유스호스텔,8.51
몽블랑 여관,129.1216301,35.1844063,펜션/민박/유스호스텔,8.51
로즈모텔,129.1228051,35.18443464,펜션/민박/유스호스텔,8.51
엘루이모텔,129.1230282,35.18416803,펜션/민박/유스호스텔,8.51
호텔S,129.1220128,35.183898,호텔/리조트,28.03
센텀모텔,129.1223359,35.18400592,펜션/민박/유스호스텔,8.51
에스모텔,129.1220453,35.18396527,펜션/민박/유스호스텔,8.51
M6모텔,129.1228827,35.18393187,펜션/민박/유스호스텔,8.51
No1모텔,129.1224776,35.18418326,펜션/민박/유스호스텔,8.51
유모텔,129.1225537,35.18375127,펜션/민박/유스호스텔,8.51
맥스모텔,129.1221734,35.18370976,펜션/민박/유스호스텔,8.51
자라모텔,129.1224579,35.18385498,펜션/민박/유스호스텔,8.51
마리포사모텔,129.122849,35.1837539,펜션/민박/유스호스텔,8.51
M6모텔,129.1228574,35.18391088,펜션/민박/유스호스텔,8.51
더제니스모텔,129.1232516,35.18390448,펜션/민박/유스호스텔,8.51
W모텔,129.1227096,35.18355174,펜션/민박/유스호스텔,8.51
해운대 sunny's house,129.1660907,35.16855612,펜션/민박/유스호스텔,8.51
호텔안,129.1766659,35.16917634,호텔/리조트,28.03
바다풍경펜션,129.1616996,35.16149081,펜션/민박/유스호스텔,8.51
바다풍경펜션,129.1617044,35.16147226,펜션/민박/유스호스텔,8.51
라비드아틀란호텔,129.161492,35.16112987,호텔/리조트,28.03
엘리시아부티크호텔,129.1621924,35.16017701,호텔/리조트,28.03
베스트웨스턴 해운대호텔,129.1611559,35.16043412,호텔/리조트,28.03
선셋비즈니스호텔,129.1614115,35.16012894,호텔/리조트,28.03
라메르펜션,129.1621363,35.16014497,펜션/민박/유스호스텔,8.51
리베로호텔,129.1612075,35.16224606,호텔/리조트,28.03
파라디아모텔,129.1620353,35.1620744,펜션/민박/유스호스텔,8.51
팍스게스트하우스,129.1621247,35.16238432,펜션/민박/유스호스텔,8.51
예그린민박,129.1621549,35.16066033,펜션/민박/유스호스텔,8.51
Uncle's guesthouse,129.1621513,35.16149453,펜션/민박/유스호스텔,8.51
해운대바다민박,129.1620549,35.16064358,펜션/민박/유스호스텔,8.51
도담게스트하우스,129.1622674,35.16185177,펜션/민박/유스호스텔,8.51
킹콩게스트하우스,129.1630456,35.16212807,펜션/민박/유스호스텔,8.51
엘시티레지던스,129.1687969,35.16039418,호텔/리조트,28.03
그랜드엘시티레지던스,129.1697009,35.16003236,호텔/리조트,28.03
시그니엘 부산,129.1697189,35.15987649,호텔/리조트,28.03
송도각모텔,129.1662073,35.16165104,펜션/민박/유스호스텔,8.51
폴에이리조트해운대,129.166662,35.16229564,호텔/리조트,28.03
Y게스트하우스,129.1652687,35.16190034,펜션/민박/유스호스텔,8.51
해운온천대중탕모텔,129.1659015,35.1618893,펜션/민박/유스호스텔,8.51
선트리호텔,129.1832134,35.15950146,호텔/리조트,28.03
일루아호텔,129.1745088,35.1588957,호텔/리조트,28.03
마리나빌라,129.1768153,35.15939059,펜션/민박/유스호스텔,8.51
해운대오피스텔민박,129.1747164,35.15931901,펜션/민박/유스호스텔,8.51
화미주연수원,129.1829531,35.16080228,캠핑/카라반/글램핑,7.98
삼삼오오펜션,129.1715971,35.15862487,펜션/민박/유스호스텔,8.51
삼삼오오펜션,129.1716304,35.15867596,펜션/민박/유스호스텔,8.51
휘겔리 호텔,129.1719166,35.15843573,호텔/리조트,28.03
삼삼오오펜션,129.1716303,35.1586759,펜션/민박/유스호스텔,8.51
대구장여관,129.1722473,35.15830029,펜션/민박/유스호스텔,8.51
전망좋은모텔,129.1704371,35.15928002,펜션/민박/유스호스텔,8.51
미포오션사이드호텔,129.1705914,35.15886649,호텔/리조트,28.03
해운대썬블루비치펜션,129.1714385,35.16075436,펜션/민박/유스호스텔,8.51
포도펜션,129.1738169,35.15688616,펜션/민박/유스호스텔,8.51
해운대비치모텔,129.1728957,35.15759013,펜션/민박/유스호스텔,8.51
시원게스트하우스,129.1754087,35.1617614,펜션/민박/유스호스텔,8.51
챔프호스텔,129.1697828,35.16353237,펜션/민박/유스호스텔,8.51
마마게스트하우스,129.1632441,35.162024,펜션/민박/유스호스텔,8.51
골든베이풀빌라펜션,129.1630923,35.16121862,펜션/민박/유스호스텔,8.51
해운대펜트하우스,129.1618488,35.16354881,펜션/민박/유스호스텔,8.51
문탠모텔,129.163359,35.16165485,펜션/민박/유스호스텔,8.51
24게스트하우스,129.1618777,35.16314901,펜션/민박/유스호스텔,8.51
해운대소라텔하우스,129.1629385,35.16173536,펜션/민박/유스호스텔,8.51
가든모텔,129.1628325,35.16162998,펜션/민박/유스호스텔,8.51
해운대민박,129.163071,35.16186653,펜션/민박/유스호스텔,8.51
백팩커스하우스,129.1630922,35.16187976,펜션/민박/유스호스텔,8.51
오륙도여관,129.1640342,35.16235088,펜션/민박/유스호스텔,8.51
파도소리모텔,129.1639483,35.16220979,펜션/민박/유스호스텔,8.51
매직모텔,129.164111,35.16224272,펜션/민박/유스호스텔,8.51
맘게스트하우스,129.1648632,35.16279849,펜션/민박/유스호스텔,8.51
할매탕,129.1647693,35.16306792,펜션/민박/유스호스텔,8.51
청사포펜션,129.1938501,35.1621755,펜션/민박/유스호스텔,8.51
호텔카멜리아,129.1610982,35.15982977,호텔/리조트,28.03
그랜드조선,129.1631696,35.16000771,호텔/리조트,28.03
피앤에스호텔,129.1645234,35.16206728,호텔/리조트,28.03
썬클라우드호텔,129.162247,35.16044386,호텔/리조트,28.03
페어필드바이메리어트부산호텔,129.1648446,35.16164084,호텔/리조트,28.03
MS호텔,129.1611269,35.15982522,호텔/리조트,28.03
위드게스트하우스,129.1653064,35.16252643,펜션/민박/유스호스텔,8.51
팝콘호스텔 해운대점,129.1652704,35.16249266,펜션/민박/유스호스텔,8.51
베니키아호텔해운대,129.1648421,35.16227613,호텔/리조트,28.03
마리안느호텔,129.1646175,35.16149357,호텔/리조트,28.03
레지던스 더 문,129.1652587,35.16249589,호텔/리조트,28.03
석원장,129.1668169,35.16323594,펜션/민박/유스호스텔,8.51
금호장,129.1660484,35.16307954,펜션/민박/유스호스텔,8.51
파라다이스호텔,129.1652644,35.1602357,호텔/리조트,28.03
코오롱 씨클라우드 호텔,129.162123,35.16042446,호텔/리조트,28.03
청풍장온천여관,129.1664355,35.16264271,펜션/민박/유스호스텔,8.51
골든튤립해운대호텔&스위트,129.1658725,35.16226142,호텔/리조트,28.03
토요코인호텔 해운대2,129.1573545,35.15950695,호텔/리조트,28.03
팔레드시즈,129.1665767,35.16021279,호텔/리조트,28.03
칠공하우스,129.1665793,35.16020157,펜션/민박/유스호스텔,8.51
호텔 더 마크 해운대,129.1668835,35.16097077,호텔/리조트,28.03
해운대센트럴호텔,129.1672641,35.16095778,호텔/리조트,28.03
해운대 영무파라드호텔,129.1664824,35.16089956,호텔/리조트,28.03
해운대네이티브게스트하우스,129.1679985,35.1644544,펜션/민박/유스호스텔,8.51
